"Gene","Dsec_Mal_AS_R1","Dsec_Mal_AS_R2","Dsec_Mal_AS_R3","Dsec_Fem_AS_R1","Dsec_Fem_AS_R2","Dsec_Fem_AS_R3","Dsec_Mal_JP_R1","Dsec_Mal_JP_R2","Dsec_Mal_JP_R3","Dsec_Fem_JP_R1","Dsec_Fem_JP_R2","Dsec_Fem_JP_R3","Dsim_Mal_JP_R1","Dsim_Mal_JP_R2","Dsim_Mal_JP_R3","Dsim_Fem_JP_R1","Dsim_Fem_JP_R2","Dsim_Fem_JP_R3","Dmel_Mal_AS_R1","Dmel_Fem_AS_R1"
"CG16704",4.32293,0.771427,4.43491,2.44985,5.29764,3.17428,15.3134,9.31121,16.2349,13.8395,19.7637,14.7799,58.7039,70.5114,77.6348,103.1,96.6806,90.7556,14.1891,20.6561
"CG1671",1.04276,1.15628,1.15796,1.2731,1.34851,1.2907,1.89534,1.90798,1.99312,1.46254,1.91242,1.99859,2.24081,2.36972,2.38432,2.54199,2.38507,1.85584,4.65785,4.55473
"CG16710",0.21521,0.185188,0.0443545,0.190966,0.207596,0.277942,0.185887,0.234108,0.383597,0.260236,0.271983,0.218682,1.05995,0.717895,0.45692,0.653095,0.832021,0.626627,0.43246,0.490275
"CG16711",1.67109,1.6732,1.93286,1.50994,1.63337,1.67964,1.8558,2.15164,2.12191,2.12095,2.14373,2.12763,2.64203,2.30976,2.27654,2.21905,2.32173,2.58475,5.36132,5.66278
"CG16712",586.077,577.146,597.279,541.621,516.006,528.017,1173.62,1202.06,1198.96,1642.31,1562.77,1523.37,1469.86,1461.83,1435.41,1856.36,1908.92,1890.89,287.067,296.361
"CG16713",87.6557,82.4603,79.6147,87.7271,74.9891,76.7358,203.613,181.238,206.714,290.412,283.506,273.498,311.527,285.879,298.294,633.903,582.791,592.966,89.076,87.1282
"CG16716",0.169161,0.22773,0.116292,0.223805,0.297443,0.219723,0.393372,0.344605,0.483347,0.0588066,0.0152831,0.103067,1.4421,1.49441,1.84087,0,0.0837488,0.0399056,0.0207313,0.0156961
"CG16717",10.4174,10.1731,10.9264,8.30312,9.70697,9.58988,12.4737,12.4722,9.91142,11.2277,11.5711,10.9945,10.6906,9.96139,8.98762,10.6785,10.27,10.1363,17.6988,15.0651
"CG16718",6.6809,6.8963,6.9648,6.12992,6.04198,5.96223,9.75793,9.3749,9.54552,10.5026,9.55875,10.0822,9.91693,9.81801,9.55476,10.6393,10.0172,10.5982,18.7278,16.6416
"CG16719",0.80884,0.372765,0.713116,0.972812,0.388225,0.371727,2.01784,2.87132,1.81643,1.10003,1.08272,0.797991,15.4303,15.7934,15.7775,1.07413,1.14829,0.674787,0.842879,0.859363
"CG16721",50.4296,47.9803,49.2923,46.3383,47.9138,47.3822,72.5778,73.4861,71.5208,89.1247,90.5118,91.3735,142.786,139.174,144.159,179.363,176.367,174.376,87.6224,93.168
"CG1673",1.02508,1.3102,1.28961,0.962581,1.16546,1.08525,4.10527,4.30314,3.78573,3.90327,4.44153,3.96893,1.90148,1.8742,4.00172,4.19707,4.70718,4.29715,1.13695,1.44921
"CG16734",2.80766,2.94499,2.74206,2.90029,3.05373,3.51045,3.91636,3.9461,3.38278,3.09283,2.94715,3.55174,4.14334,3.74953,3.07437,3.62087,3.81264,3.03793,2.28831,2.49974
"CG16736",0,0.0693255,0.0663998,0.114076,0.0620361,0.0592765,0.619149,0.360457,0.639547,0.264831,0.206771,0,1.93045,1.50615,1.9797,0.0636529,0.272848,0.195289,0.220486,0.23108
"CG16739",5.34208,5.28155,5.05787,3.36232,3.03295,4.25865,7.988,9.90743,8.90284,5.70639,4.4397,5.22661,30.7533,31.0707,33.0732,7.34492,7.51084,8.96728,0.35927,0.213267
"CG1674",18.5117,18.5939,18.9088,16.952,16.2881,17.3465,25.1063,23.8718,24.7302,24.8569,25.3262,23.8746,42.2836,42.0368,39.5925,38.903,37.2898,38.7601,33.9928,28.0348
"CG16741",0,0,0,0,0.465587,0,1.74311,1.87154,1.79219,0.582491,0.604558,0,14.6909,16.3315,7.16512,1.07202,0,0,0,0
"CG16742",2.934,2.58506,2.50303,2.31666,2.32046,2.36621,3.10996,3.37945,3.14055,2.67389,3.023,2.97196,2.92526,3.52452,3.06644,2.90536,2.92421,2.7406,2.64156,2.60725
"CG16743",63.557,68.4248,63.1435,69.9372,60.9865,62.0728,94.3514,99.3402,95.999,102.057,103.307,93.0758,38.0036,35.2389,42.1292,47.7754,50.711,52.3017,59.3054,56.4595
"CG16749",0.526039,0.14107,0.472679,0.349467,0.315621,0.301815,1.57322,2.17044,2.53119,3.48665,3.7583,3.69288,7.57386,7.99829,8.95857,2.33021,2.49331,3.4677,1.32865,1.47161
"CG16753",1.5617,2.09783,2.71198,2.50085,1.77367,2.41193,1.93618,2.53248,3.35447,3.44669,3.2739,2.54277,4.71821,5.70153,4.94851,4.47792,4.79809,4.20385,3.42824,2.92156
"CG16758",10.8917,9.77376,9.91927,6.91541,7.0275,7.67245,16.594,16.957,17.4647,14.5466,15.4055,14.4488,54.7104,56.6406,52.6317,41.4969,43.0023,41.2571,12.9562,11.3458
"CG16762",0,0.162578,0.155798,0.134229,0,0.278303,1.36851,1.28694,0.938545,2.90847,2.85515,3.07809,8.01632,9.54719,10.0211,1.37072,1.68368,2.45139,0.321236,0.190168
"CG1677",18.3529,18.8144,18.5661,16.284,16.6033,16.0672,24.5732,25.6391,25.7019,27.5981,26.6471,27.1624,36.6874,35.446,34.3176,39.0944,39.7397,39.4639,34.3308,32.0475
"CG16771",2.13942,2.2938,2.28853,1.75019,1.97835,2.17785,3.78045,4.105,3.96484,4.21462,3.77578,4.32854,3.75241,4.77634,4.00508,4.13638,4.17568,3.86235,4.36771,3.98491
"CG16772",1227.44,1250.78,1248.23,1040.6,1078.3,1066.81,1590.88,1629.2,1625.17,1916.34,1946,1918.33,837.434,881.338,881.096,1119.34,1170.95,1145.89,1365.36,1072.39
"CG16775",0,0,0.100669,0,0,0.0904575,0,0,0,0,0,0,0,0,0,0,0,0,0.484946,0.369052
"CG16778",0.203153,0.243716,0.184261,0.125975,0.250233,0.206827,0.320844,0.286244,0.302244,0.200632,0.169164,0.225768,0.900377,0.979764,0.624882,0.912757,0.73176,0.77296,0.624231,0.542351
"CG16779",0.119674,0.100539,0.13443,0.0409809,0.0887885,0.116779,0.0230559,0.058408,0.047526,0.0252929,0.0590277,0.0189637,0.0776465,0.0355423,0.0679525,0.0543776,0.0831894,0.0794404,0.387764,0.313855
"CG1678",0,0,0,0,0,0.416377,10.3215,16.6054,13.9277,40.7019,37.284,31.844,27.7863,34.9571,21.5475,110.503,112.845,102.882,0,0.066254
"CG16781",0,0.0430552,0,0,0,0,0.336665,0.46213,0.536525,0,0.0442006,0.0426751,1.78661,1.73176,1.71151,0.0400158,0.0428427,0.040938,0.00929173,0.00844127
"CG16782",0,0,0.102015,0.0869369,0,0,3.39485,3.5776,2.69434,0,0.530038,0.204526,21.2744,19.9559,20.3572,0.371973,0.297811,0.379411,0.968517,5.95221
"CG16786",12.2866,12.3839,12.7005,11.6742,11.3109,12.3371,16.0947,16.1535,15.028,14.8959,16.0111,15.0666,10.7353,10.4589,11.5815,11.7794,11.0938,11.9441,21.0544,17.3021
"CG16787",9.41585,9.78524,9.55449,8.23588,7.62431,7.83827,11.6737,12.5845,11.064,12.6482,14.7601,10.6982,13.77,14.5987,12.2866,12.3635,13.3274,11.929,11.2086,11.0807
"CG16789",0.941001,1.5721,0.982735,0.945459,1.02477,1.02338,1.05467,1.27126,1.21731,0.973409,1.09387,1.2424,0.623633,0.880606,0.933626,0.974212,0.773729,0.818781,5.39043,4.55974
"CG16790",3.72449,3.14659,2.63519,2.78,2.3765,3.66308,5.03721,5.63318,5.24368,5.55528,5.91152,5.43905,5.2507,5.69635,4.04188,5.33007,5.38085,6.33415,4.97656,4.08954
"CG16791",21.833,21.2335,20.8219,16.9077,17.2619,18.4676,29.4503,30.0538,30.2197,30.505,30.7735,31.6245,24.5066,24.2676,23.4555,27.3492,27.7779,28.1643,11.513,10.538
"CG16798",1.63552,1.79862,1.50225,1.4952,2.02493,1.17531,2.08587,2.3863,1.73099,2.26012,2.0267,2.07125,2.37132,2.33572,2.63404,2.36273,2.25055,2.43099,0.757211,0.774056
"CG16799",215.301,206.332,204.439,191.998,187.35,185.862,217.136,219.591,212.356,225.944,224.392,224.192,29.0649,26.7365,24.4054,25.3243,26.2695,24.761,27.1501,26.8133
"CG16800",0,0,0,0,0,0,0,0,0,0,0.0918362,0.0442582,0,0,0,0.0406422,0.0433995,0,0,0.00816578
"CG16812",6.22713,6.75518,6.20327,6.14677,6.3732,6.48198,8.72935,9.30515,8.72357,9.19021,8.90676,8.87003,18.2003,15.1058,19.3155,15.7644,14.9222,15.7651,11.423,10.2783
"CG16813",0,0,0,0,0,0,0,0,0,0,0,0.113484,0,0,0,0,0,0,0.0727438,0.0348907
"CG16815",0,0,0,0,0,0,0,0,0,0,0,0,0.499675,0,0,0.179524,0.096105,0.183541,0.177315,0.0699076
"CG16817",78.3803,77.0197,76.9021,73.7154,72.3277,74.653,110.538,110.799,112.804,115.051,111.945,117.246,151.943,156.846,156.407,153.128,143.637,158.366,97.3662,92.9552
"CG16820",1.01078,0.651123,0.728208,0.985243,0.970523,0.696567,1.22891,0.80275,1.19036,1.28867,1.33785,1.65165,1.22069,1.95601,1.59142,1.60485,1.71772,1.88803,6.09869,6.96412
"CG16825",0,0,0,0.056409,0.122334,0.117018,0.746185,0.749695,0.460834,0.138848,0.0720327,0.138992,2.91333,3.01656,3.25919,0,0.281164,0.0672699,1.08468,1.20701
"CG16826",0,0,0,0,0,0,0.167199,0.144236,0.10355,0,0.0484937,0,0.248326,0,0.317278,4.91128,4.4816,4.41846,0.00954384,0.00846217
"CG16836",10.9241,8.35219,8.81118,16.6352,13.6726,8.9778,37.9762,32.5853,29.0876,44.8439,39.2275,49.4117,0,0,0,0,0,0,90.2773,56.159
"CG16837",0,0,0,0,0,0,0.881532,0.407324,0.519914,0,0,0,9.36311,10.7247,7.88871,0.176145,0,0,0.0281087,0
"CG16838",0.918428,0.832194,0.924704,0.870198,1.05241,0.762163,0.96771,1.0611,0.902995,1.0653,1.15147,0.736124,0.884651,0.947432,1.11013,1.08028,1.21225,1.06382,1.56827,1.55279
"CG16848",0,0,0,0,0,0,0.227476,0.245377,0.140684,0.0634326,0,0,3.59171,3.2104,2.62728,0.0622234,0,0.127185,0.0100721,0.0181509
"CG16852",0.586384,0.490932,0.672562,0.408023,0.569823,0.424069,0.74278,0.651154,1.10179,0.33104,0.413101,0.265529,6.82601,6.58475,6.03521,0.062813,0,0.0643773,0.116732,0.0522054
"CG16853",0.834493,0.898544,0.966826,0.55165,0.799236,0.85937,1.406,0.996634,1.24348,0.671192,0.932692,0.78619,3.71828,3.98086,3.87661,0.154915,0.33219,0.317113,1.14328,0.650294
"CG16854",0.0186788,0.0802897,0.0961208,0.0492984,0.0356899,0.0341452,0.296844,0.335454,0.306102,0.330877,0.283116,0.33164,2.19398,1.8597,2.18624,1.0602,0.961113,0.750547,0.109145,0.14882
"CG16857",218.38,221.894,225.575,181.629,183.644,180.962,293.994,294.758,296.553,303.848,307.148,302.803,174.761,180.548,179.619,199.207,202.713,198.82,357.562,324.061
"CG16863",2.6909,3.02157,3.01656,2.96896,2.50813,2.80577,3.87059,4.23786,3.71245,3.53956,4.01834,3.70953,3.81994,3.20781,3.7119,3.15495,3.96582,4.32168,1.97386,1.83861
"CG16865",7.34934,6.99085,7.35724,8.47703,8.9855,7.6123,8.76527,9.53302,9.99226,8.51534,9.27876,8.14104,13.827,9.09557,14.9712,12.0854,12.3804,11.7131,3.02678,3.34024
"CG16868",2.01547,1.98793,1.71458,1.78063,1.65889,1.82457,2.53265,2.63384,2.5259,2.5565,2.47914,2.26642,2.8824,2.50208,2.59252,2.50561,2.3711,2.76803,3.05573,2.97926
"CG16879",0,0,0,0,0,0,0.0326511,0,0,0,0,0,0.0298298,0.0635747,0.0304313,0,0,0,0.116108,0.0957207
"CG1688",2.94992,2.97386,2.82112,2.38322,2.09846,2.41063,5.79419,6.1591,5.82934,6.15845,6.24517,6.21356,2.85873,3.61147,3.354,3.13173,2.87538,3.33649,2.596,2.14859
"CG16884",79.1497,82.9404,83.5536,65.3098,64.6988,70.5124,88.6363,93.4557,93.1986,78.631,86.3581,86.7317,74.853,76.6613,79.4753,79.7678,85.2697,81.558,245.084,221.111
"CG16885",102.469,105.345,94.8081,77.7209,75.8363,79.7455,115.114,118.471,118.457,108.632,119.691,117.028,155.924,155.468,160.413,156.968,168.687,170.428,345.364,297.808
"CG16888",0,0.249568,0.119521,0,0,0,0.772147,1.01556,0.706959,0.251046,0.260305,0,8.17405,3.47174,6.66806,0,0,1.52637,0.765996,0.636829
"CG16890",8.94927,12.2297,10.0144,10.2202,9.2437,9.36761,13.5908,11.863,11.9863,12.8639,11.2285,13.6218,12.3333,11.5737,12.0342,11.2175,12.0487,12.029,16.8787,16.2398
"CG16892",2.49458,2.51549,2.53568,2.10331,1.52099,1.59527,3.81141,2.82307,3.72652,2.19682,2.56239,2.63748,5.62865,6.12436,5.85618,3.54846,3.07608,3.2481,4.93105,4.37639
"CG16894",0,0,0,0,0,0,1.51208,1.68128,1.74841,0.0655562,0.136324,0.262805,5.10892,5.76246,6.07115,0,0.108545,0,0.0132165,0
"CG16896",0.337026,0.406136,0.43055,0.297552,0.517517,0.544736,0.615613,0.709579,0.804819,0.477783,0.642896,0.535483,1.59021,1.51863,1.60971,1.28285,1.01705,1.35622,3.03861,3.00978
"CG1690",0,0,0,0,0.59726,0,8.29874,2.96629,6.16385,0,1.6237,0,22.9988,23.2995,23.4754,0,0,0,0.0410209,0.0312216
"CG16903",8.1727,8.64114,8.58279,6.04813,6.28573,5.97714,12.6537,12.0958,12.3075,9.23282,9.78908,10.5375,14.8043,15.4702,14.985,14.0162,13.657,14.2824,16.5704,16.7326
"CG16908",1.17371,1.42296,1.29901,1.23429,1.24773,1.45416,1.46039,1.64818,1.73825,1.7217,1.48538,1.8032,0.911956,1.03347,0.864306,1.12556,1.15462,1.05064,2.66291,2.72506
"CG16912",5.73339,5.83626,5.65188,5.18071,5.21909,4.89205,7.27744,7.52849,7.76821,7.168,7.21878,7.54177,6.23457,6.31285,6.81495,7.15203,8.01051,8.26114,7.40624,8.04184
"CG16926",33.0965,24.2008,29.1322,51.5052,54.9005,49.8107,80.0739,82.3417,82.6379,157.34,148.861,158.445,165.884,167.727,171.345,181.523,186.069,200.669,33.8888,41.0294
"CG16935",30.2614,30.0404,28.9001,30.3519,30.0035,30.0183,44.581,44.867,43.239,44.2317,40.8713,43.8938,41.7763,44.4568,46.7446,47.9652,46.2435,47.8964,45.7455,42.7537
"CG16940",6.52697,6.52392,5.77327,5.65931,5.84572,5.21731,7.22344,7.71546,7.96056,7.262,7.17171,7.60999,6.86044,6.56785,6.31694,6.3189,5.74113,5.31559,9.30287,8.68473
"CG16941",4.57495,4.06822,4.63886,3.7298,4.1267,4.04839,6.25629,6.16935,6.23403,6.55339,6.60046,5.97369,3.14415,3.80658,3.4756,3.26171,3.56735,4.51898,7.81117,7.0447
"CG16947",5.64845,5.35131,5.58055,5.18165,5.73105,5.171,7.57787,7.1789,7.23904,9.69404,8.99645,8.76628,10.13,11.347,10.4743,11.1854,12.9166,11.4349,4.03285,4.04251
"CG16952",13.0436,13.2325,12.2661,10.3282,10.8644,10.7783,18.049,17.683,18.9179,17.2078,16.9965,17.3476,24.9515,23.0997,25.191,24.0723,25.5332,25.9073,24.2433,22.8707
"CG16953",52.5092,53.1587,51.4205,50.3773,50.849,50.3687,60.6668,59.9085,58.2111,60.1596,63.4441,61.6974,72.0466,73.4967,74.1867,75.4495,76.7449,76.3603,77.5562,75.96
"CG16956",0,0,0,0,0.0820048,0.078475,0.121631,0.0656722,0,0.0889763,0.0925888,0.0891896,0.122532,0,0,0,0.098112,0.0938148,0,0.033602
"CG16957",0,0,0,0,0,0,1.25587,1.86184,1.69747,0.115838,0,0.348085,15.8878,15.7498,12.7499,0.193786,0.103939,0.297623,0,0.0156918
"CG16959",0.91809,1.15816,0.776069,0.879318,1.02735,0.959297,5.67312,4.79076,4.83107,5.40469,5.20516,5.98799,8.46453,10.2967,8.92265,7.85769,7.51236,8.03554,7.80548,5.41676
"CG16964",0,0,0,0,0.205317,0,0.308789,1.33586,0.31891,0.239966,0.249817,0,9.96704,9.15433,8.17684,0,0,0,0,0
"CG16965",0.786651,1.06935,1.0823,0.963419,1.01243,1.1747,1.60496,1.60056,1.62966,1.37577,2.00815,1.7256,1.22521,0.732794,0.876348,0.83015,0.623351,0.48863,0.460865,0.575199
"CG16974",20.647,21.2502,22.456,18.5494,19.0419,18.8854,32.0724,31.9034,32.5324,30.6995,30.2726,32.0437,32.3154,31.6181,32.3237,31.1352,31.6124,32.4984,54.0741,51.9618
"CG16978",1718.51,1626.4,1620.86,1617.96,1614.73,1586.36,2501.3,2412.49,2383.94,2539.73,2405.94,2418.52,1627.72,1634.56,1590.31,1847.75,1823.89,1780.11,1170.36,905.875
"CG16979",6.57255,6.10231,5.99878,5.91725,5.85831,5.60389,8.53567,8.4303,8.75669,8.49062,8.9804,8.11329,7.46361,7.5275,8.53577,6.96976,6.9125,7.78569,10.8544,10.7088
"CG1698",25.6947,25.6853,26.9353,22.912,25.875,24.9246,23.7795,26.3717,25.228,25.3789,24.8638,26.2566,12.2251,13.052,12.66,11.4868,12.6725,13.0147,11.4673,10.2846
"CG16984",3.16597,2.81603,2.64968,2.90614,2.88886,2.43524,3.73551,5.37994,3.88765,3.4305,3.60889,3.47673,11.8429,13.6919,12.2739,4.33052,3.7699,3.64706,3.20939,2.56399
"CG16986",45.2522,45.8787,44.019,43.8322,47.2633,43.1447,64.6045,64.6261,61.5342,73.9292,63.5858,65.1482,69.6905,58.5499,66.0649,55.6664,53.2522,50.9895,42.4471,38.8391
"CG16995",0,0,0,0,0,0,0.206298,0.111387,0,0.459437,0.159711,0,0.189164,0.405155,0.386823,0,0,0.295558,0.0577927,0.0516498
"CG17002",6.56061,7.51322,6.04919,5.43808,5.76395,5.13649,8.912,9.13116,9.27591,10.6183,10.137,10.4641,8.5417,9.2575,9.88276,10.3966,9.95277,10.5957,9.73691,9.76668
"CG17003",0,0,0,0,0.0499245,0,0.623937,0.804683,0.641992,0.11751,0.0611329,0,4.78583,3.56746,4.73077,0.0544286,0.0581074,0.0555411,0.00993537,0
"CG17005",0.182822,0.270034,0.399853,0.304044,0.263917,0.294532,0.448846,0.573472,0.565639,0.365669,0.35628,0.458025,1.37102,1.27034,1.27737,0.589321,0.607548,0.535714,0.119874,0.137856
"CG1701",0.349156,0.188025,0,0,0.164745,0.157444,0.254795,0,0.263202,0,0,0,0.332816,0.356594,0.512552,0,0,0,0,0
"CG17018",0,0,0,0,0,0,0.0127458,0,0.00443738,0,0,0,0.122678,0.151176,0.234401,0.0779463,0.0979466,0.133332,0.85074,0.825123
"CG17019",9.32591,10.0409,9.51283,7.8918,9.01238,9.09377,11.9441,12.3211,12.3809,13.5762,13.0397,13.7923,15.7608,16.2269,15.7068,18.1598,18.323,17.2558,11.9305,11.256
"CG17026",38.0915,39.0004,39.0202,34.9079,35.1551,36.3112,40.8829,41.9735,42.3573,40.7499,40.1335,38.6572,42.4967,46.6829,47.6114,43.3466,45.1267,43.9559,35.6224,36.3415
"CG17027",63.6376,64.1681,67.8027,68.2049,65.6165,64.844,79.5714,75.8943,75.47,83.5431,81.8686,79.0245,93.1052,93.7628,91.3433,105.68,102.211,105.064,125.995,115.73
"CG17028",7.54056,6.67656,7.8319,6.50766,6.72764,6.00338,6.01704,5.49852,6.29685,6.02128,6.27054,7.60192,2.62451,2.9838,2.52612,3.49995,3.31769,2.50852,1.98337,2.29447
"CG17029",79.8519,76.2529,76.5943,74.952,79.487,79.2448,95.143,94.9387,95.2769,97.848,98.2435,98.039,104.554,110.433,106.463,102.744,107.02,99.2836,43.0386,39.7093
"CG17030",0,0,0,0,0,0.100435,1.1761,1.43429,0.888736,0.112981,0.117318,0.226331,6.1665,4.11279,7.87917,0,0,0,0.079235,0.0139624
"CG17032",6.81895,8.21177,7.0951,6.89408,7.69229,6.58914,9.38385,9.21338,9.9455,9.54533,10.4129,9.50383,14.9306,13.6216,14.2756,16.4891,17.1387,19.5516,15.8701,15.7151
"CG17036",1.25745,2.02513,1.44498,1.60833,2.0263,1.93896,2.06884,2.41176,2.42427,2.46356,2.22566,2.85932,1.46119,1.33612,1.65218,1.48444,1.22778,1.43993,3.03961,3.56977
"CG17047",0,0.038198,0.0365845,0,0,0,0.0544741,0.0880117,0,0.0766624,0.198764,0.153497,0.25168,0.107518,0.30871,0.359717,0.57723,0.441419,0.00867648,0
"CG17048",0,0,0,0,0,0,0.505139,0.543584,0.520256,0,0.539609,0,7.02183,5.88177,5.31413,0,0,0,0,0
"CG17059",93.616,95.4183,90.6187,82.8248,85.3975,101.917,143.066,121.533,122.288,127.85,115.795,142.366,260.551,276.213,309.233,368.505,357.588,337.948,110.88,104.457
"CG17068",3.99475,4.05747,4.30283,3.76918,3.62281,3.68139,3.58513,4.11627,4.18398,4.49041,4.73493,5.32647,5.72038,5.18673,5.33951,5.71713,5.9851,6.15338,6.58967,6.20952
"CG1707",33.2486,35.5904,33.4247,36.1357,35.8305,36.4667,53.5463,53.5039,54.8425,59.6927,58.1091,58.1618,66.5924,71.038,72.3091,66.7202,66.0554,71.7044,35.6621,32.9855
"CG17075",1.18309,1.22721,1.53831,1.57386,1.24987,1.21527,1.39866,1.24031,0.93027,1.68434,1.30084,1.57861,1.67246,1.82876,1.5012,1.38608,1.60943,1.75444,5.69246,5.52851
"CG17083",0.0248652,0,0,0,0.024096,0,0.716675,0.695706,1.03549,0.0247387,0.0771442,0.173433,4.8418,5.42104,5.38492,0.0468164,0.0250916,0,0.0540918,0.029258
"CG17097",0.0370667,0,0,0.0325581,0,0,0.142996,0.0926031,0.176937,0,0,0.0397969,1.79441,2.01328,2.07729,0,0,0,0,0
"CG17098",0,0,0.0439234,0,0,0,1.09982,0.854516,1.151,0.0448441,0.0233469,0.0450039,9.01105,7.63343,7.91016,0.0424045,0.0453713,0.0433284,0,0
"CG17104",0.521899,0.677654,0.846969,0.826554,0.920721,0.857591,1.79382,1.46431,1.2614,1.48564,1.43218,1.9893,1.7238,2.35321,2.02645,1.97278,1.91003,1.93381,0.882673,0.750003
"CG17105",0,0,0,0,0,0,0,0,0,0,0,0,0.829884,0.442703,0,0.324035,0.345575,0.330617,0,0.0488117
"CG17107",1590.47,1669.64,1665.12,1320.95,1358.34,1359.95,1295.71,1351.23,1296.11,1009.71,1018.59,974.889,655.719,714.042,707.413,652.175,665.561,667.242,40.8354,23.3667
"CG17108",13.3716,14.0633,13.4769,14.8872,15.9083,16.353,42.2865,46.5806,44.6268,80.9018,85.9651,81.3219,89.9602,93.8802,89.9015,120.329,128.479,125.327,42.698,40.4815
"CG17118",0.114343,0.122736,0,0.150119,0.10855,0.20766,1.32131,1.47102,1.72542,0.248312,0.257856,0.434667,8.83395,12.6319,10.2868,0.833238,0.379877,0.339041,0.247259,0.30968
"CG17119",3.37791,3.2453,3.51265,3.62214,3.38829,4.12344,5.00552,5.45575,4.79777,7.18827,6.63153,6.67387,12.3633,10.3935,11.3147,8.20102,7.82781,8.15092,2.12221,1.91884
"CG17124",33.8354,40.2777,38.6831,34.2161,35.3495,37.3853,43.4918,48.2091,44.7883,50.3727,55.0275,47.0257,70.8445,64.404,66.5888,70.5428,70.2008,60.7734,50.9213,48.6093
"CG17127",2.50475,2.67485,3.11777,1.72846,2.03459,1.29869,1.89555,2.30295,2.20999,4.26826,2.94585,3.45176,40.4703,46.8421,46.85,33.4197,35.9803,32.9718,26.6991,20.4697
"CG17134",0,0,0.0407715,0,0,0,0,0.0319463,0.0305487,0,0,0,0,0,0,0.0255482,0,0,0,0
"CG17141",7.51584,6.42515,7.07906,6.08662,5.77759,6.3441,8.79733,8.22495,8.60802,8.7665,8.15093,9.90795,8.61728,8.55227,8.74866,8.09391,9.31416,8.0406,9.11943,8.18456
"CG17145",0,0,0,0,0,0,0,0,0,0,0,0,0.123126,0.131193,0.125744,0,0,0,0.0542166,0.0080452
"CG17154",0,0,0,0,0,0,1.01165,0.622989,0.595692,0.441706,0,0,1.73908,2.19617,2.4247,0,0,0.120612,0,0
"CG1718",18.1291,18.356,19.197,17.1219,16.7315,17.4584,22.8473,22.7228,23.2715,22.5162,21.6512,22.721,2.09922,2.49684,2.22701,2.24599,2.66142,2.35316,47.1796,42.5074
"CG17180",9.40296,9.19958,9.00073,8.05395,7.97036,8.23924,12.1933,11.7412,12.2387,11.2331,12.0679,12.6341,14.0974,11.8172,13.412,14.1112,13.5501,13.4015,9.35029,8.56099
"CG17181",3.48936,4.34738,4.16248,3.15157,3.04927,2.83602,6.31538,6.31871,6.37999,7.93063,6.58285,7.45068,18.2276,14.4275,17.6492,20.7216,20.9776,18.5011,6.89986,6.38508
"CG17184",9.86863,8.52925,8.76116,8.58162,7.47392,8.65863,12.7215,12.4553,12.2019,12.6667,12.8555,12.4261,14.2269,15.2112,14.7678,15.9177,13.5052,12.9416,18.6718,16.9095
"CG17186",3.53134,3.83006,3.96634,3.39402,3.14956,3.49397,4.30571,4.22568,4.18428,4.15895,4.09371,3.99033,1.21756,1.35231,0.910601,1.0492,1.30523,1.31446,2.87733,2.56075
"CG17187",3.29428,3.30839,2.95867,2.8621,2.97744,2.62771,4.11302,3.6438,3.76321,3.26197,3.66124,4.07634,3.84555,4.47618,3.91811,4.19747,4.26377,4.36648,5.92824,5.45571
"CG17189",343.408,345.459,339.433,331.128,336.04,328.698,542.722,534.785,532.683,476.305,467.568,465.574,262.706,275.074,272.224,310.296,316.019,313.7,602.652,474.873
"CG17190",4.87194,3.88287,4.58065,4.80005,4.86988,4.65901,8.56823,8.83674,8.24753,8.49336,8.67466,7.9168,2.01135,1.26936,2.14943,1.13191,1.42544,1.01968,3.20716,3.24969
"CG17193",3.30582,1.17969,2.26645,0.939527,2.02726,2.9114,2.16977,3.10453,2.97468,0,0,0,0,1.38279,0,0,0,0,0.172466,0.246888
"CG17195",0,0,0,0,0,0,0.483686,0.314284,0.349634,0,0,0.0685367,5.70222,5.44193,6.12886,0,0,0.207697,0,0
"CG17199",0.127844,0.0687817,0.0658184,0,0,0,0.211241,0.278621,0.314802,0.0325868,0.0338787,0.032678,2.24513,2.63837,3.06236,0,0,0,0.00759831,0
"CG17202",24.6133,25.3393,25.8103,24.3831,23.9986,26.051,32.3118,34.6385,34.2553,34.8551,35.5374,34.3744,37.6619,39.4596,43.2273,36.7438,38.6298,37.7456,27.3875,27.3992
"CG17207",0.170069,0.0915351,0.525436,0.301236,0.0817127,0.312666,0.581982,0.418079,0.199728,0.0913619,0.381328,0.275648,1.18858,1.39776,1.45673,0.694488,0.836948,1.15436,0.16241,0.155549
"CG17211",0.00737784,0.0238608,0,0,0.00711534,0.0135996,0.0213854,0.0289571,0.0331909,0.147001,0.122511,0.0811916,0.0715292,0,0,0,0,0.0522137,0.040243,0.0584591
"CG17217",0.937256,1.38783,1.93202,1.47126,1.14197,1.63652,2.11378,2.89582,3.18771,1.93712,1.00967,2.553,3.96119,5.18062,5.85937,0.332797,0.238244,0.454735,0.29035,0.201378
"CG17219",0.3112,0.559101,0.305395,0.531193,0.582586,0.66328,0.496965,0.242958,0.497168,0.533001,0.777295,0.490695,0.770749,0.639882,0.978317,0.536331,0.962056,1.05501,0.782985,0.941951
"CG17221",17.8622,18.5753,19.0939,16.5612,17.0747,17.6809,26.3091,26.966,26.5289,27.8795,26.4348,27.2138,20.3942,19.9986,19.1189,20.1756,20.6466,21.6663,15.7085,14.9946
